state(speed_set_point=1.5, current_speed=0.83, steering_angle_set_point=0.0, current_steering_angle=-0.2416996805805973, steer_adc_set_point=2.58296, steer_adc_avg=2.579745394248278, steer_dac_value=0.05, speed_dac_value=1.4049999999999998)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=-10, current_steering_angle=-2.9830114089508384, steer_adc_set_point=2.44996, steer_adc_avg=2.5432859482609538, steer_dac_value=3.5, speed_dac_value=1.1778999999999964)
state(speed_set_point=1.5, current_speed=1.36, steering_angle_set_point=-10, current_steering_angle=-6.043881761656861, steer_adc_set_point=2.44996, steer_adc_avg=2.5025763725699637, steer_dac_value=3.28814722926522, speed_dac_value=1.251899999999997)
state(speed_set_point=1.5, current_speed=1.36, steering_angle_set_point=-10, current_steering_angle=-8.82905447768102, steer_adc_set_point=2.44996, steer_adc_avg=2.4655335754468424, steer_dac_value=2.790203233578511, speed_dac_value=1.2658999999999976)
state(speed_set_point=1.5, current_speed=1.36, steering_angle_set_point=-10, current_steering_angle=-10.70567816373113, steer_adc_set_point=2.44996, steer_adc_avg=2.440574480422376, steer_dac_value=0.14880569825332657, speed_dac_value=1.2798999999999983)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=-10, current_steering_angle=-11.044034354204248, steer_adc_set_point=2.44996, steer_adc_avg=2.4360743430890834, steer_dac_value=0.2432123789585047, speed_dac_value=1.2287999999999974)
state(speed_set_point=1.5, current_speed=1.36, steering_angle_set_point=-10, current_steering_angle=-10.774602572901562, steer_adc_set_point=2.44996, steer_adc_avg=2.439657785780409, steer_dac_value=0.21630702418083053, speed_dac_value=1.2979999999999967)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=-10, current_steering_angle=-10.254536576433596, steer_adc_set_point=2.44996, steer_adc_avg=2.446574663533433, steer_dac_value=0.12329555874304088, speed_dac_value=1.2471999999999972)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=-10, current_steering_angle=-10.323460985604061, steer_adc_set_point=2.44996, steer_adc_avg=2.445657968891466, steer_dac_value=0.14844807934812387, speed_dac_value=1.2445999999999964)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=-10, current_steering_angle=-10.220074371848362, steer_adc_set_point=2.44996, steer_adc_avg=2.4470330108544167, steer_dac_value=0.1344473584602346, speed_dac_value=1.2293999999999958)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=-10, current_steering_angle=-10.148017034988323, steer_adc_set_point=2.44996, steer_adc_avg=2.4479913734346552, steer_dac_value=0.12484677185378673, speed_dac_value=1.2229999999999954)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=-10.141751179609244, steer_adc_set_point=2.44996, steer_adc_avg=2.448074709311197, steer_dac_value=0.05, speed_dac_value=1.1739999999999953)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=-10, current_steering_angle=-10.191878022642275, steer_adc_set_point=2.44996, steer_adc_avg=2.4474080222988577, steer_dac_value=0.05, speed_dac_value=1.247899999999995)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=-10, current_steering_angle=-10.129219468850954, steer_adc_set_point=2.44996, steer_adc_avg=2.4482413810642822, steer_dac_value=0.05, speed_dac_value=1.136199999999995)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=-10.013301144337031, steer_adc_set_point=2.44996, steer_adc_avg=2.4497830947803174, steer_dac_value=0.05, speed_dac_value=1.1744999999999952)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=-10, current_steering_angle=-10.003902361268313, steer_adc_set_point=2.44996, steer_adc_avg=2.4499080985951314, steer_dac_value=0.05, speed_dac_value=1.236299999999995)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.235739010296193, steer_adc_set_point=2.44996, steer_adc_avg=2.4468246711630606, steer_dac_value=0.05, speed_dac_value=1.1546999999999952)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=-10, current_steering_angle=-10.48010737008233, steer_adc_set_point=2.44996, steer_adc_avg=2.443574571977905, steer_dac_value=0.10846046009704172, speed_dac_value=1.2715999999999945)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=-10.185612167263162, steer_adc_set_point=2.44996, steer_adc_avg=2.4474913581754, steer_dac_value=0.05824401395713217, speed_dac_value=1.2242999999999942)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=-10, current_steering_angle=-10.53963299618411, steer_adc_set_point=2.44996, steer_adc_avg=2.4427828811507513, steer_dac_value=0.11040467315693503, speed_dac_value=1.3005999999999949)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=-10, current_steering_angle=-10.608557405354576, steer_adc_set_point=2.44996, steer_adc_avg=2.441866186508784, steer_dac_value=0.13209042129785162, speed_dac_value=1.1456999999999955)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=-10, current_steering_angle=-10.448778093186702, steer_adc_set_point=2.44996, steer_adc_avg=2.443991251360617, steer_dac_value=0.10923519012014067, speed_dac_value=1.140699999999996)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=-10, current_steering_angle=-10.486373225461474, steer_adc_set_point=2.44996, steer_adc_avg=2.4434912361013623, steer_dac_value=0.1236040483006227, speed_dac_value=1.1258999999999966)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=-10, current_steering_angle=-10.000769433578741, steer_adc_set_point=2.44996, steer_adc_avg=2.4499497665334027, steer_dac_value=0.05, speed_dac_value=1.141299999999997)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=-10, current_steering_angle=-10.304663419466658, steer_adc_set_point=2.44996, steer_adc_avg=2.4459079765210934, steer_dac_value=0.06849286733603784, speed_dac_value=1.201899999999997)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=-10.157415818057009, steer_adc_set_point=2.44996, steer_adc_avg=2.4478663696198417, steer_dac_value=0.05, speed_dac_value=1.2143999999999968)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.19814387802142, steer_adc_set_point=2.44996, steer_adc_avg=2.447324686422315, steer_dac_value=0.06341493168940157, speed_dac_value=1.151999999999997)
state(speed_set_point=1.5, current_speed=1.37, steering_angle_set_point=10, current_steering_angle=-9.963174301303967, steer_adc_set_point=2.71596, steer_adc_avg=2.450449781792657, steer_dac_value=3.5, speed_dac_value=1.3207999999999975)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=-7.980031073808686, steer_adc_set_point=2.71596, steer_adc_avg=2.4768255867183444, steer_dac_value=3.5, speed_dac_value=1.159699999999998)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=-4.934825359550493, steer_adc_set_point=2.71596, steer_adc_avg=2.5173268227179784, steer_dac_value=3.5, speed_dac_value=1.2329999999999977)
state(speed_set_point=1.5, current_speed=1.59, steering_angle_set_point=10, current_steering_angle=-1.4071487810991397, steer_adc_set_point=2.71596, steer_adc_avg=2.5642449212113814, steer_dac_value=3.5, speed_dac_value=1.099599999999998)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=2.0704009543191844, steer_adc_set_point=2.71596, steer_adc_avg=2.610496332692445, steer_dac_value=3.4669077388836236, speed_dac_value=1.1747999999999985)
state(speed_set_point=1.5, current_speed=1.7, steering_angle_set_point=10, current_steering_angle=5.8048507602818695, steer_adc_set_point=2.71596, steer_adc_avg=2.660164515111749, steer_dac_value=2.8547345313679355, speed_dac_value=0.9724999999999986)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=8.389516104173843, steer_adc_set_point=2.71596, steer_adc_avg=2.694540564185512, steer_dac_value=2.4055412976063253, speed_dac_value=1.105699999999999)
state(speed_set_point=1.5, current_speed=1.8, steering_angle_set_point=10, current_steering_angle=10.551236209974368, steer_adc_set_point=2.71596, steer_adc_avg=2.723291441592659, steer_dac_value=0.11239585168004088, speed_dac_value=0.8434999999999991)
state(speed_set_point=1.5, current_speed=1.59, steering_angle_set_point=10, current_steering_angle=11.11203026640668, steer_adc_set_point=2.71596, steer_adc_avg=2.7307500025432088, steer_dac_value=0.24636237572353864, speed_dac_value=1.0411999999999997)
state(speed_set_point=1.5, current_speed=1.76, steering_angle_set_point=10, current_steering_angle=10.867661906620578, steer_adc_set_point=2.71596, steer_adc_avg=2.7274999033580536, steer_dac_value=0.21763269110182532, speed_dac_value=0.8485999999999997)
state(speed_set_point=1.5, current_speed=1.72, steering_angle_set_point=10, current_steering_angle=10.62642647452398, steer_adc_set_point=2.71596, steer_adc_avg=2.724291472111169, steer_dac_value=0.1834695073295319, speed_dac_value=0.8679999999999998)
state(speed_set_point=1.5, current_speed=1.72, steering_angle_set_point=10, current_steering_angle=10.472913017735218, steer_adc_set_point=2.71596, steer_adc_avg=2.7222497431358783, steer_dac_value=0.16399801548305526, speed_dac_value=0.846)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=10, current_steering_angle=10.516774005389168, steer_adc_set_point=2.71596, steer_adc_avg=2.722833094271676, steer_dac_value=0.10666149715669473, speed_dac_value=1.1485999999999996)
state(speed_set_point=1.5, current_speed=1.62, steering_angle_set_point=-5, current_steering_angle=10.156487321089042, steer_adc_set_point=2.51646, steer_adc_avg=2.718041281370484, steer_dac_value=3.3924640146488807, speed_dac_value=0.9385999999999995)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=8.069957479838095, steer_adc_set_point=2.71596, steer_adc_avg=2.6902904344818466, steer_dac_value=0.05, speed_dac_value=1.0703999999999996)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=7.963437938392823, steer_adc_set_point=2.71596, steer_adc_avg=2.6888737245806245, steer_dac_value=0.11655187674591688, speed_dac_value=1.0713999999999995)
state(speed_set_point=1.5, current_speed=1.4, steering_angle_set_point=10, current_steering_angle=7.756664710881491, steer_adc_set_point=2.71596, steer_adc_avg=2.6861236406547238, steer_dac_value=0.2092256025472766, speed_dac_value=1.1650999999999994)
state(speed_set_point=1.5, current_speed=1.41, steering_angle_set_point=10, current_steering_angle=7.938374516876341, steer_adc_set_point=2.71596, steer_adc_avg=2.6885403810744553, steer_dac_value=0.22345526775922328, speed_dac_value=1.1637999999999984)
state(speed_set_point=1.5, current_speed=1.38, steering_angle_set_point=10, current_steering_angle=8.22033800893725, steer_adc_set_point=2.71596, steer_adc_avg=2.6922904955188653, steer_dac_value=0.2071169103467927, speed_dac_value=1.2039999999999982)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=8.549295416341684, steer_adc_set_point=2.71596, steer_adc_avg=2.6966656290373443, steer_dac_value=0.17342760032960047, speed_dac_value=1.1311999999999984)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=8.705941800820018, steer_adc_set_point=2.71596, steer_adc_avg=2.698749025950906, steer_dac_value=0.16703078988005593, speed_dac_value=1.165299999999998)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=8.887651606814835, steer_adc_set_point=2.71596, steer_adc_avg=2.701165766370637, steer_dac_value=0.16251779334899547, speed_dac_value=1.1715999999999973)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=10, current_steering_angle=9.150817532738408, steer_adc_set_point=2.71596, steer_adc_avg=2.7046658731854207, steer_dac_value=0.13672914753663773, speed_dac_value=1.103699999999997)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=9.263602929562758, steer_adc_set_point=2.71596, steer_adc_avg=2.7061659189631846, steer_dac_value=0.13891677858820878, speed_dac_value=1.1684999999999965)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=9.357590760249705, steer_adc_set_point=2.71596, steer_adc_avg=2.707415957111321, steer_dac_value=0.14411241167434855, speed_dac_value=1.1310999999999962)
state(speed_set_point=1.5, current_speed=1.59, steering_angle_set_point=10, current_steering_angle=9.558098132381957, steer_adc_set_point=2.71596, steer_adc_avg=2.71008270516068, steer_dac_value=0.12107427289650738, speed_dac_value=1.0142999999999969)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=9.60822497541502, steer_adc_set_point=2.71596, steer_adc_avg=2.7107493921730197, steer_dac_value=0.12484486249376339, speed_dac_value=1.1357999999999968)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=9.749206721445491, steer_adc_set_point=2.71596, steer_adc_avg=2.712624449395225, steer_dac_value=0.10986530297758357, speed_dac_value=1.1278999999999966)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=9.93404945512988, steer_adc_set_point=2.71596, steer_adc_avg=2.7150828577532273, steer_dac_value=0.05, speed_dac_value=1.1504999999999963)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=10, current_steering_angle=9.76173843220375, steer_adc_set_point=2.71596, steer_adc_avg=2.71279112114831, steer_dac_value=0.05527056009603033, speed_dac_value=1.193099999999996)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=9.636421324621141, steer_adc_set_point=2.71596, steer_adc_avg=2.711124403617461, steer_dac_value=0.08880872479424626, speed_dac_value=1.1497999999999953)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=10, current_steering_angle=9.633288396931535, steer_adc_set_point=2.71596, steer_adc_avg=2.7110827356791893, steer_dac_value=0.09913784787540277, speed_dac_value=1.2340999999999953)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=9.689681095343744, steer_adc_set_point=2.71596, steer_adc_avg=2.7118327585680717, steer_dac_value=0.09592489101839848, speed_dac_value=1.203599999999996)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=9.279267568010555, steer_adc_set_point=2.71596, steer_adc_avg=2.7063742586545403, steer_dac_value=0.19017324177780875, speed_dac_value=1.1894999999999953)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=10, current_steering_angle=9.476642012453235, steer_adc_set_point=2.71596, steer_adc_avg=2.708999338765628, steer_dac_value=0.1609099130222475, speed_dac_value=1.2253999999999947)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=10, current_steering_angle=10.07189827347078, steer_adc_set_point=2.71596, steer_adc_avg=2.7169162470371613, steer_dac_value=0.05, speed_dac_value=1.130599999999994)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=10, current_steering_angle=10.046834851954264, steer_adc_set_point=2.71596, steer_adc_avg=2.7165829035309916, steer_dac_value=0.05, speed_dac_value=1.231399999999994)
state(speed_set_point=1.5, current_speed=1.57, steering_angle_set_point=10, current_steering_angle=9.598826192346303, steer_adc_set_point=2.71596, steer_adc_avg=2.7106243883582057, steer_dac_value=0.08447766928108731, speed_dac_value=1.080299999999994)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=9.780535998341119, steer_adc_set_point=2.71596, steer_adc_avg=2.713041128777937, steer_dac_value=0.05, speed_dac_value=1.1369999999999945)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=9.96851165971508, steer_adc_set_point=2.71596, steer_adc_avg=2.7155412050742105, steer_dac_value=0.05, speed_dac_value=1.1880999999999944)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=9.946581165888139, steer_adc_set_point=2.71596, steer_adc_avg=2.715249529506312, steer_dac_value=0.05, speed_dac_value=1.1072999999999944)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=9.943448238198565, steer_adc_set_point=2.71596, steer_adc_avg=2.715207861568041, steer_dac_value=0.05, speed_dac_value=1.2202999999999942)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=9.877656756717705, steer_adc_set_point=2.71596, steer_adc_avg=2.7143328348643454, steer_dac_value=0.05, speed_dac_value=1.120599999999994)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=9.880789684407278, steer_adc_set_point=2.71596, steer_adc_avg=2.7143745028026167, steer_dac_value=0.05, speed_dac_value=1.170899999999994)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=9.999840936610774, steer_adc_set_point=2.71596, steer_adc_avg=2.715957884456923, steer_dac_value=0.05, speed_dac_value=1.182299999999994)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=9.927783599750736, steer_adc_set_point=2.71596, steer_adc_avg=2.7149995218766847, steer_dac_value=0.05, speed_dac_value=1.1952999999999936)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=9.915251888992444, steer_adc_set_point=2.71596, steer_adc_avg=2.7148328501235994, steer_dac_value=0.05, speed_dac_value=1.1881999999999933)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=9.852593335201158, steer_adc_set_point=2.71596, steer_adc_avg=2.7139994913581753, steer_dac_value=0.05, speed_dac_value=1.1476999999999933)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=9.943448238198565, steer_adc_set_point=2.71596, steer_adc_avg=2.715207861568041, steer_dac_value=0.05, speed_dac_value=1.2324999999999928)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=9.927783599750736, steer_adc_set_point=2.71596, steer_adc_avg=2.7149995218766847, steer_dac_value=0.05, speed_dac_value=1.2279999999999922)
state(speed_set_point=1.5, current_speed=1.61, steering_angle_set_point=10, current_steering_angle=9.890188467475964, steer_adc_set_point=2.71596, steer_adc_avg=2.7144995066174302, steer_dac_value=0.05, speed_dac_value=1.0508999999999915)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=10, current_steering_angle=10.062499490402129, steer_adc_set_point=2.71596, steer_adc_avg=2.716791243222348, steer_dac_value=0.05, speed_dac_value=1.2796999999999925)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=9.789934781409837, steer_adc_set_point=2.71596, steer_adc_avg=2.7131661325927507, steer_dac_value=0.05, speed_dac_value=1.1240999999999919)
state(speed_set_point=1.5, current_speed=1.38, steering_angle_set_point=10, current_steering_angle=9.601959120035875, steer_adc_set_point=2.71596, steer_adc_avg=2.710666056296477, steer_dac_value=0.08117672235277391, speed_dac_value=1.2929999999999926)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=9.580028626208932, steer_adc_set_point=2.71596, steer_adc_avg=2.7103743807285787, steer_dac_value=0.08566852609840821, speed_dac_value=1.243199999999993)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=9.385787109455826, steer_adc_set_point=2.71596, steer_adc_avg=2.7077909685557624, steer_dac_value=0.1288211122979411, speed_dac_value=1.2491999999999923)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=10, current_steering_angle=9.617623758483706, steer_adc_set_point=2.71596, steer_adc_avg=2.710874395987833, steer_dac_value=0.08032754262927151, speed_dac_value=1.3071999999999924)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=-10, current_steering_angle=9.780535998341119, steer_adc_set_point=2.44996, steer_adc_avg=2.713041128777937, steer_dac_value=3.5, speed_dac_value=1.2761999999999925)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=8.345655116519891, steer_adc_set_point=2.44996, steer_adc_avg=2.6939572130497145, steer_dac_value=3.5, speed_dac_value=1.179199999999992)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=-10, current_steering_angle=5.9426995786227685, steer_adc_set_point=2.44996, steer_adc_avg=2.6619979043956827, steer_dac_value=3.5, speed_dac_value=1.1663999999999923)
state(speed_set_point=1.5, current_speed=1.39, steering_angle_set_point=-10, current_steering_angle=2.4432193493775354, steer_adc_set_point=2.44996, steer_adc_avg=2.615454817346721, steer_dac_value=3.5, speed_dac_value=1.321799999999993)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-0.695974195567638, steer_adc_set_point=2.44996, steer_adc_avg=2.5737035431989503, steer_dac_value=3.5, speed_dac_value=1.1857999999999935)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-3.7317811267571455, steer_adc_set_point=2.44996, steer_adc_avg=2.53332731101413, steer_dac_value=3.4659839257789846, speed_dac_value=1.2145999999999937)
state(speed_set_point=1.5, current_speed=1.42, steering_angle_set_point=-10, current_steering_angle=-6.6986636487761535, steer_adc_set_point=2.44996, steer_adc_avg=2.493867773471277, steer_dac_value=2.9944990708945016, speed_dac_value=1.3001999999999931)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=-10, current_steering_angle=-9.114150897431534, steer_adc_set_point=2.44996, steer_adc_avg=2.4617417930641605, steer_dac_value=2.562423752026948, speed_dac_value=1.2653999999999925)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-11.091028269547738, steer_adc_set_point=2.44996, steer_adc_avg=2.435449324015015, steer_dac_value=0.23113116399629705, speed_dac_value=1.2265999999999924)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-11.310333207817326, steer_adc_set_point=2.44996, steer_adc_avg=2.4325325683360295, steer_dac_value=0.30849361125521924, speed_dac_value=1.2265999999999924)
state(speed_set_point=1.5, current_speed=1.37, steering_angle_set_point=-10, current_steering_angle=-10.76833671752245, steer_adc_set_point=2.44996, steer_adc_avg=2.4397411216569513, steer_dac_value=0.2237511114637717, speed_dac_value=1.3669999999999929)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=-10.790267211349393, steer_adc_set_point=2.44996, steer_adc_avg=2.439449446089053, steer_dac_value=0.2475702580441685, speed_dac_value=1.2696999999999927)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=-10.520835430046708, steer_adc_set_point=2.44996, steer_adc_avg=2.4430328887803787, steer_dac_value=0.21555641403444137, speed_dac_value=1.2286999999999928)
