state(speed_set_point=1.5, current_speed=0.67, steering_angle_set_point=0.0, current_steering_angle=-0.09131915148140794, steer_adc_set_point=2.58296, steer_adc_avg=2.581745455285297, steer_dac_value=0.05, speed_dac_value=1.5231)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.06876534578124, steer_adc_set_point=2.71596, steer_adc_avg=2.7168745790988904, steer_dac_value=0.05, speed_dac_value=1.2716999999999934)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.075031201160385, steer_adc_set_point=2.71596, steer_adc_avg=2.716957914975433, steer_dac_value=0.05, speed_dac_value=1.2435999999999932)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=10, current_steering_angle=10.19094952567431, steer_adc_set_point=2.71596, steer_adc_avg=2.718499628691468, steer_dac_value=0.05, speed_dac_value=1.2235999999999931)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=10.128290971882988, steer_adc_set_point=2.71596, steer_adc_avg=2.7176662699260437, steer_dac_value=0.05, speed_dac_value=1.234399999999993)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.002973864300346, steer_adc_set_point=2.71596, steer_adc_avg=2.7159995523951945, steer_dac_value=0.05, speed_dac_value=1.2768999999999928)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=9.896454322855108, steer_adc_set_point=2.71596, steer_adc_avg=2.714582842493973, steer_dac_value=0.05, speed_dac_value=1.2614999999999923)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=9.818131130615958, steer_adc_set_point=2.71596, steer_adc_avg=2.713541144037192, steer_dac_value=0.05, speed_dac_value=1.274799999999992)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=9.849460407511652, steer_adc_set_point=2.71596, steer_adc_avg=2.713957823419905, steer_dac_value=0.05, speed_dac_value=1.2787999999999915)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=9.843194552132505, steer_adc_set_point=2.71596, steer_adc_avg=2.7138744875433622, steer_dac_value=0.05, speed_dac_value=1.2515999999999912)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=9.902720178234254, steer_adc_set_point=2.71596, steer_adc_avg=2.7146661783705155, steer_dac_value=0.05, speed_dac_value=1.273399999999991)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=9.962245804336002, steer_adc_set_point=2.71596, steer_adc_avg=2.7154578691976687, steer_dac_value=0.05, speed_dac_value=1.2553999999999907)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=10.00610679198992, steer_adc_set_point=2.71596, steer_adc_avg=2.716041220333466, steer_dac_value=0.05, speed_dac_value=1.2353999999999907)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=10.078164128849926, steer_adc_set_point=2.71596, steer_adc_avg=2.716999582913704, steer_dac_value=0.05, speed_dac_value=1.2858999999999907)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=10.062499490402095, steer_adc_set_point=2.71596, steer_adc_avg=2.7167912432223478, steer_dac_value=0.05, speed_dac_value=1.2365999999999906)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=10.093828767297788, steer_adc_set_point=2.71596, steer_adc_avg=2.7172079226050605, steer_dac_value=0.05, speed_dac_value=1.2355999999999907)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=10.053100707333376, steer_adc_set_point=2.71596, steer_adc_avg=2.716666239407534, steer_dac_value=0.05, speed_dac_value=1.2562999999999906)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=9.984176298162945, steer_adc_set_point=2.71596, steer_adc_avg=2.715749544765567, steer_dac_value=0.05, speed_dac_value=1.2889999999999904)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=10.08442998422907, steer_adc_set_point=2.71596, steer_adc_avg=2.7170829187902465, steer_dac_value=0.05, speed_dac_value=1.29259999999999)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=10.002973864300314, steer_adc_set_point=2.71596, steer_adc_avg=2.715999552395194, steer_dac_value=0.05, speed_dac_value=1.2853999999999897)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=9.955979948956855, steer_adc_set_point=2.71596, steer_adc_avg=2.715374533321126, steer_dac_value=0.05, speed_dac_value=1.2987999999999893)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=-10, current_steering_angle=10.181550742605591, steer_adc_set_point=2.44996, steer_adc_avg=2.7183746248766543, steer_dac_value=3.5, speed_dac_value=1.280599999999989)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=9.341926121801874, steer_adc_set_point=2.44996, steer_adc_avg=2.707207617419965, steer_dac_value=3.5, speed_dac_value=1.2498999999999891)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=6.844982753217771, steer_adc_set_point=2.44996, steer_adc_avg=2.6739982706177963, steer_dac_value=3.5, speed_dac_value=1.2927999999999888)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=3.671327003687398, steer_adc_set_point=2.44996, steer_adc_avg=2.6317886491490423, steer_dac_value=3.5, speed_dac_value=1.2672999999999883)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=0.5290005310526856, steer_adc_set_point=2.44996, steer_adc_avg=2.5899957070630006, steer_dac_value=3.5, speed_dac_value=1.2570999999999883)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-3.0080748304673532, steer_adc_set_point=2.44996, steer_adc_avg=2.542952604754784, steer_dac_value=3.5, speed_dac_value=1.2663999999999884)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-6.075211038552521, steer_adc_set_point=2.44996, steer_adc_avg=2.5021596931872514, steer_dac_value=3.3550243390402965, speed_dac_value=1.2354999999999885)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=-10, current_steering_angle=-8.487565359518362, steer_adc_set_point=2.44996, steer_adc_avg=2.4700753807184057, steer_dac_value=2.937376507095556, speed_dac_value=1.2430999999999888)
state(speed_set_point=1.5, current_speed=1.52, steering_angle_set_point=-10, current_steering_angle=-11.191281955613864, steer_adc_set_point=2.44996, steer_adc_avg=2.4341159499903355, steer_dac_value=0.25252348350474846, speed_dac_value=1.241099999999989)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=-10, current_steering_angle=-11.492043013812177, steer_adc_set_point=2.44996, steer_adc_avg=2.430115827916298, steer_dac_value=0.3525553358765398, speed_dac_value=1.2178999999999893)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-11.222611232509491, steer_adc_set_point=2.44996, steer_adc_avg=2.4336992706076237, steer_dac_value=0.3367836542049377, speed_dac_value=1.2562999999999895)
state(speed_set_point=1.5, current_speed=1.57, steering_angle_set_point=-10, current_steering_angle=-10.809064777486762, steer_adc_set_point=2.44996, steer_adc_avg=2.439199438459426, steer_dac_value=0.28276913878800103, speed_dac_value=1.18209999999999)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=-10, current_steering_angle=-10.426847599359727, steer_adc_set_point=2.44996, steer_adc_avg=2.4442829269285156, steer_dac_value=0.22415448298592758, speed_dac_value=1.2704999999999902)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=-10, current_steering_angle=-10.232606082606619, steer_adc_set_point=2.44996, steer_adc_avg=2.446866339101332, steer_dac_value=0.1966657770724547, speed_dac_value=1.2082999999999904)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.003902361268313, steer_adc_set_point=2.44996, steer_adc_avg=2.4499080985951314, steer_dac_value=0.05, speed_dac_value=1.2149999999999908)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-9.900515747512648, steer_adc_set_point=2.44996, steer_adc_avg=2.4512831405580817, steer_dac_value=0.05, speed_dac_value=1.2443999999999908)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=-10, current_steering_angle=-9.96944015668308, steer_adc_set_point=2.44996, steer_adc_avg=2.450366445916115, steer_dac_value=0.05, speed_dac_value=1.1795999999999913)
state(speed_set_point=1.5, current_speed=1.57, steering_angle_set_point=-10, current_steering_angle=-9.941243807477026, steer_adc_set_point=2.44996, steer_adc_avg=2.4507414573605555, steer_dac_value=0.05, speed_dac_value=1.162799999999992)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=-10, current_steering_angle=-9.89111696444393, steer_adc_set_point=2.44996, steer_adc_avg=2.4514081443728957, steer_dac_value=0.05, speed_dac_value=1.2205999999999924)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-9.947509662856138, steer_adc_set_point=2.44996, steer_adc_avg=2.4506581214840133, steer_dac_value=0.05, speed_dac_value=1.2304999999999924)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=-10, current_steering_angle=-9.919313313650017, steer_adc_set_point=2.44996, steer_adc_avg=2.4510331329284547, steer_dac_value=0.05, speed_dac_value=1.2413999999999923)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=-10, current_steering_angle=-9.928712096718735, steer_adc_set_point=2.44996, steer_adc_avg=2.4509081291136408, steer_dac_value=0.05, speed_dac_value=1.263999999999992)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-9.862920615237842, steer_adc_set_point=2.44996, steer_adc_avg=2.4517831558173366, steer_dac_value=0.05, speed_dac_value=1.2018999999999922)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=-10, current_steering_angle=-9.988237722820482, steer_adc_set_point=2.44996, steer_adc_avg=2.4501164382864875, steer_dac_value=0.05, speed_dac_value=1.2318999999999922)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=-10, current_steering_angle=-10.141751179609212, steer_adc_set_point=2.44996, steer_adc_avg=2.4480747093111974, steer_dac_value=0.05, speed_dac_value=1.2015999999999922)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=-9.975706012062226, steer_adc_set_point=2.71596, steer_adc_avg=2.4502831100395723, steer_dac_value=3.5, speed_dac_value=1.1887999999999925)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=-9.725071796896943, steer_adc_set_point=2.71596, steer_adc_avg=2.4536165451012706, steer_dac_value=3.5, speed_dac_value=1.215399999999993)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=-7.651073666404219, steer_adc_set_point=2.71596, steer_adc_avg=2.481200720236824, steer_dac_value=3.5, speed_dac_value=1.193999999999993)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=-4.7562484812451835, steer_adc_set_point=2.71596, steer_adc_avg=2.519701895199439, steer_dac_value=3.5, speed_dac_value=1.1912999999999934)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=-1.8426257299488442, steer_adc_set_point=2.71596, steer_adc_avg=2.5584530777916803, steer_dac_value=3.5, speed_dac_value=1.2491999999999936)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=1.5440691024720719, steer_adc_set_point=2.71596, steer_adc_avg=2.6034961190628785, steer_dac_value=3.5, speed_dac_value=1.1797999999999935)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=4.777250478104192, steer_adc_set_point=2.71596, steer_adc_avg=2.6464974313587857, steer_dac_value=3.5, speed_dac_value=1.1872999999999938)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=8.095020901354609, steer_adc_set_point=2.71596, steer_adc_avg=2.690623777988016, steer_dac_value=3.0275550118106636, speed_dac_value=1.1632999999999942)
state(speed_set_point=1.5, current_speed=1.51, steering_angle_set_point=10, current_steering_angle=10.783072859002313, steer_adc_set_point=2.71596, steer_adc_avg=2.7263748690247307, steer_dac_value=0.1596639608549343, speed_dac_value=1.2006999999999945)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=11.989250019485201, steer_adc_set_point=2.71596, steer_adc_avg=2.742417025259153, steer_dac_value=0.44108498485264913, speed_dac_value=1.1572999999999949)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=11.713552382803405, steer_adc_set_point=2.71596, steer_adc_avg=2.738750246691285, steer_dac_value=0.43424721189001697, speed_dac_value=1.1522999999999954)
state(speed_set_point=1.5, current_speed=1.46, steering_angle_set_point=10, current_steering_angle=11.23108151861021, steer_adc_set_point=2.71596, steer_adc_avg=2.7323333841975157, steer_dac_value=0.3744911573229168, speed_dac_value=1.2435999999999954)
state(speed_set_point=1.5, current_speed=1.58, steering_angle_set_point=10, current_steering_angle=10.75174358210662, steer_adc_set_point=2.71596, steer_adc_avg=2.725958189642018, steer_dac_value=0.3047847990966557, speed_dac_value=1.1199999999999957)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=10.695350883694445, steer_adc_set_point=2.71596, steer_adc_avg=2.725208166753136, steer_dac_value=0.30712315235857857, speed_dac_value=1.2293999999999958)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=10.356994693221294, steer_adc_set_point=2.71596, steer_adc_avg=2.720708029419843, steer_dac_value=0.24924300123091553, speed_dac_value=1.2317999999999956)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=10.018638502748177, steer_adc_set_point=2.71596, steer_adc_avg=2.7162078920865507, steer_dac_value=0.05, speed_dac_value=1.1381999999999959)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=10, current_steering_angle=9.99357508123163, steer_adc_set_point=2.71596, steer_adc_avg=2.7158745485803806, steer_dac_value=0.05, speed_dac_value=1.197599999999996)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.056233635022949, steer_adc_set_point=2.71596, steer_adc_avg=2.716707907345805, steer_dac_value=0.05, speed_dac_value=1.2520999999999955)
state(speed_set_point=1.5, current_speed=1.47, steering_angle_set_point=10, current_steering_angle=10.04056899657512, steer_adc_set_point=2.71596, steer_adc_avg=2.716499567654449, steer_dac_value=0.05, speed_dac_value=1.2349999999999952)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=10.00610679198992, steer_adc_set_point=2.71596, steer_adc_avg=2.716041220333466, steer_dac_value=0.05, speed_dac_value=1.1616999999999955)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.037436068885546, steer_adc_set_point=2.71596, steer_adc_avg=2.7164578997161777, steer_dac_value=0.05, speed_dac_value=1.2593999999999947)
state(speed_set_point=1.5, current_speed=1.56, steering_angle_set_point=10, current_steering_angle=9.930916527440342, steer_adc_set_point=2.71596, steer_adc_avg=2.7150411898149565, steer_dac_value=0.05, speed_dac_value=1.1510999999999945)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=10.172151959536906, steer_adc_set_point=2.71596, steer_adc_avg=2.7182496210618408, steer_dac_value=0.05, speed_dac_value=1.268099999999995)
state(speed_set_point=1.5, current_speed=1.5, steering_angle_set_point=10, current_steering_angle=9.912118961302905, steer_adc_set_point=2.71596, steer_adc_avg=2.7147911821853286, steer_dac_value=0.05, speed_dac_value=1.2098999999999946)
state(speed_set_point=1.5, current_speed=1.48, steering_angle_set_point=10, current_steering_angle=10.015505575058604, steer_adc_set_point=2.71596, steer_adc_avg=2.7161662241482794, steer_dac_value=0.05, speed_dac_value=1.2310999999999945)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=10.031170213506401, steer_adc_set_point=2.71596, steer_adc_avg=2.716374563839635, steer_dac_value=0.05, speed_dac_value=1.2223999999999944)
state(speed_set_point=1.5, current_speed=1.49, steering_angle_set_point=10, current_steering_angle=10.043701924264692, steer_adc_set_point=2.71596, steer_adc_avg=2.7165412355927203, steer_dac_value=0.05, speed_dac_value=1.2233999999999943)
state(speed_set_point=1.5, current_speed=1.43, steering_angle_set_point=10, current_steering_angle=10.071898273470813, steer_adc_set_point=2.71596, steer_adc_avg=2.7169162470371617, steer_dac_value=0.05, speed_dac_value=1.2891999999999937)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.002973864300346, steer_adc_set_point=2.71596, steer_adc_avg=2.7159995523951945, steer_dac_value=0.05, speed_dac_value=1.2738999999999931)
state(speed_set_point=1.5, current_speed=1.44, steering_angle_set_point=10, current_steering_angle=10.065632418091667, steer_adc_set_point=2.71596, steer_adc_avg=2.716832911160619, steer_dac_value=0.05, speed_dac_value=1.2897999999999925)
state(speed_set_point=1.5, current_speed=1.45, steering_angle_set_point=10, current_steering_angle=10.140822682641245, steer_adc_set_point=2.71596, steer_adc_avg=2.7178329416791285, steer_dac_value=0.05, speed_dac_value=1.284399999999992)
state(speed_set_point=1.5, current_speed=1.54, steering_angle_set_point=10, current_steering_angle=10.106360478056013, steer_adc_set_point=2.71596, steer_adc_avg=2.717374594358145, steer_dac_value=0.05, speed_dac_value=1.1911999999999923)
state(speed_set_point=1.5, current_speed=1.55, steering_angle_set_point=10, current_steering_angle=9.930916527440308, steer_adc_set_point=2.71596, steer_adc_avg=2.715041189814956, steer_dac_value=0.05, speed_dac_value=1.1869999999999916)
state(speed_set_point=1.5, current_speed=1.53, steering_angle_set_point=10, current_steering_angle=9.924650672061196, steer_adc_set_point=2.71596, steer_adc_avg=2.714957853938414, steer_dac_value=0.05, speed_dac_value=1.2025999999999921)
