state(time_stamp=7.000356912612915, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.05041125412490032, steer_adc_set_point=2.63616, steer_adc_avg=2.636830469679861, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.039637804031372, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.09740516946839074, steer_adc_set_point=2.63616, steer_adc_avg=2.6374554887539294, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.039637804031372, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.09740516946839074, steer_adc_set_point=2.63616, steer_adc_avg=2.6374554887539294, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.039637804031372, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.09740516946839074, steer_adc_set_point=2.63616, steer_adc_avg=2.6374554887539294, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.039637804031372, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.09740516946839074, steer_adc_set_point=2.63616, steer_adc_avg=2.6374554887539294, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.039637804031372, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.039637804031372, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.039637804031372, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.08800638639967262, steer_adc_set_point=2.63616, steer_adc_avg=2.6373304849391155, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.053324222564697, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.068944692611694, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.031613687987464084, steer_adc_set_point=2.63616, steer_adc_avg=2.636580462050233, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.082892179489136, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.01538022735599294, steer_adc_set_point=2.63616, steer_adc_avg=2.635955442976165, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.097408294677734, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=-0.09057049190557093, steer_adc_set_point=2.63616, steer_adc_avg=2.6349554124576557, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.113250494003296, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.126748085021973, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.126748085021973, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.126748085021973, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.126748085021973, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
state(time_stamp=7.126748085021973, speed_set_point=0.0, current_speed=0.0, steering_angle_set_point=0, current_steering_angle=0.041012471056182206, steer_adc_set_point=2.63616, steer_adc_avg=2.636705465865047, steer_dac_value=0.05, speed_dac_value=0.01860000000000001)
