state(time_stamp=7.103183746337891, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.15379786788056587, steer_adc_set_point=2.63616, steer_adc_avg=2.6382055116428114, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1254777908325195, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.0811717088368528, steer_adc_set_point=2.63616, steer_adc_avg=2.6350804162724697, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1254777908325195, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.0811717088368528, steer_adc_set_point=2.63616, steer_adc_avg=2.6350804162724697, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1254777908325195, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.0811717088368528, steer_adc_set_point=2.63616, steer_adc_avg=2.6350804162724697, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1254777908325195, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.0811717088368528, steer_adc_set_point=2.63616, steer_adc_avg=2.6350804162724697, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1254777908325195, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.1366493701934814, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.147745609283447, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.15881609916687, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.16319665094928398, steer_adc_set_point=2.63616, steer_adc_avg=2.6383305154576253, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.169848203659058, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.18199421708665345, steer_adc_set_point=2.63616, steer_adc_avg=2.6385805230872523, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.181432008743286, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.19139300015537156, steer_adc_set_point=2.63616, steer_adc_avg=2.6387055269020663, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.192579984664917, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=-0.10936805804297377, steer_adc_set_point=2.63616, steer_adc_avg=2.6347054048280283, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.217008829116821, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.231384992599487, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.231384992599487, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.231384992599487, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.231384992599487, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.2101905662927744, steer_adc_set_point=2.63616, steer_adc_avg=2.6389555345316937, steer_dac_value=0.05, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.29477961391103713, steer_adc_set_point=2.63616, steer_adc_avg=2.6400805688650166, steer_dac_value=0.06071086056093282, speed_dac_value=0.011500000000000017)
state(time_stamp=7.275498390197754, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.29477961391103713, steer_adc_set_point=2.63616, steer_adc_avg=2.6400805688650166, steer_dac_value=0.06071086056093282, speed_dac_value=0.011500000000000017)
state(time_stamp=7.288792610168457, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.29477961391103713, steer_adc_set_point=2.63616, steer_adc_avg=2.6400805688650166, steer_dac_value=0.06071086056093282, speed_dac_value=0.011500000000000017)
state(time_stamp=7.288792610168457, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.29477961391103713, steer_adc_set_point=2.63616, steer_adc_avg=2.6400805688650166, steer_dac_value=0.06071086056093282, speed_dac_value=0.011500000000000017)
state(time_stamp=7.288792610168457, speed_set_point=0.0, current_speed=0.01, steering_angle_set_point=0, current_steering_angle=0.29477961391103713, steer_adc_set_point=2.63616, steer_adc_avg=2.6400805688650166, steer_dac_value=0.06071086056093282, speed_dac_value=0.011500000000000017)
